receipt_number,created_at,item_id,variant_id,sku,quantity,price,gross_total_money,cost,cost_total,line_note
1-1128,2023-04-05 14:40:38+00:00,9281b307-f129-4eaf-af4b-d6ba9b24eaff,53ffa89f-1f89-4a7d-b3ee-34b0f57be2e9,10047,1,6825,6825,0,0,
1-1128,2023-04-05 14:40:38+00:00,77e08375-c6a7-4323-a0a3-3684c0fb2210,13921bde-236d-45de-8cc1-f8df07d0acec,10077,10,288.75,2887.5,761.88,7618.8,
1-1128,2023-04-05 14:40:38+00:00,6fa95493-98e1-4292-841b-c22a149f7e71,c0ea6a1b-c96b-4ecf-8dcf-87af6f407bb6,10012,1,33075,33075,31500,31500,
1-1128,2023-04-05 14:40:38+00:00,b3493bbf-1d3d-4961-92d9-003f07af4134,20a15a56-edc6-464b-bdfd-a8e8bdeebf43,10095,1,6875,6875,6250,6250,
1-1128,2023-04-05 14:40:38+00:00,f2d5980c-3523-4de3-abdd-f891c5c5859c,aaed1f93-ffbf-4121-b90f-ed5e035cc97c,10008,1,11812.5,11812.5,22500,22500,7.5
1-1128,2023-04-05 14:40:38+00:00,4ef9a7ff-3e25-41ef-ba78-52915580d896,799a79e8-9b7c-4d98-9638-8ee60bb0c641,10096,1,3360,3360,3166.67,3166.67,
1-1128,2023-04-05 14:40:38+00:00,3dcc720b-b07d-4660-b82b-9ae1ab793d2d,e11c1776-ea1c-4ab7-9783-f2e3df4f73ce,10207,1,525,525,0,0,0.5
1-1128,2023-04-05 14:40:38+00:00,b0418a29-b03e-4c07-aac4-386765486b38,b8cd6f87-2043-4724-ad52-af2f2e0935e9,10210,1,787.5,787.5,666.67,666.67,
1-1128,2023-04-05 14:40:38+00:00,2557ae06-37a1-45f5-b2ca-530d552004dd,82afe3a0-ac05-4b68-821d-a92f5aef228f,10056,10,183.75,1837.5,483.15,4831.5,
1-1128,2023-04-05 14:40:38+00:00,b0418a29-b03e-4c07-aac4-386765486b38,e5d9c0e5-9d8f-4e9e-b006-366271c60996,10211,1,1000,1000,1000,1000,
1-1128,2023-04-05 14:40:38+00:00,cfbe20cb-eb25-4b77-b21c-d40d62c1d21e,7471dd33-b6a5-4572-96b3-f7a420001d36,10092,5,1200,6000,0,0,
1-1128,2023-04-05 14:40:38+00:00,1036fbc1-7177-49ea-9473-93b876f008d8,b6d8f2a5-510f-4fde-a5ce-bcdd25138a28,10002,6,3000,18000,2679.03,16074.18,
1-1128,2023-04-05 14:40:38+00:00,e21e0fd5-2a15-4dfe-abc2-a284902f413c,206a3a72-6054-422d-b1fd-9f8a86b4de96,10090,10,3150,31500,3000,30000,
1-1128,2023-04-05 14:40:38+00:00,aebdb2be-aa72-4647-bb12-63fa0b53b870,0b725f61-f03f-4caf-9828-bb18ecfc5b47,10121,10,850,8500,0,0,
1-1129,2023-04-05 15:04:21+00:00,aebdb2be-aa72-4647-bb12-63fa0b53b870,0b725f61-f03f-4caf-9828-bb18ecfc5b47,10121,10,850,8500,0,0,
1-1129,2023-04-05 15:04:21+00:00,dc794069-20b5-4244-8896-b0f132b0b65d,595db0eb-64df-466e-aa05-88250a82c0a6,10178,4,1050,4200,0,0,
1-1129,2023-04-05 15:04:21+00:00,444b2894-c2c0-44a9-b407-1688ac4316e4,437e66ec-a000-407c-a602-97208ce0f01d,10040,7,1575,11025,0,0,
1-1129,2023-04-05 15:04:21+00:00,3e847adb-1cbb-482e-b810-25e1e9b88719,8a006afa-c760-40ea-b157-343e6fe99bdc,10043,5,1575,7875,0,0,
1-1129,2023-04-05 15:04:21+00:00,624eed2e-e36e-408b-9601-186234d5441a,5cf11711-e5d9-44d4-8911-cdc00b382586,10122,15,466.67,7000.05,466.67,7000.05,
1-1129,2023-04-05 15:04:21+00:00,e729fa82-5d7d-4e0c-b41b-221a037d6349,c50f601f-51d1-4b31-a095-91e1236699ab,10041,4,336,1344,320,1280,
1-1129,2023-04-05 15:04:21+00:00,272f57ca-c5fe-49d6-a234-98d2dcbbf66d,a33cc003-3455-4c9e-908a-888f2728d027,10065,1,525,525,0,0,0.5
1-1129,2023-04-05 15:04:21+00:00,9d20e541-f01b-4c2b-9c51-fab7b3351b26,12f43cfd-04a6-4fa9-a825-ee5b2772a0d5,10123,1,525,525,0,0,0.5
1-1129,2023-04-05 15:04:21+00:00,bfa5dcfb-fdcd-44f1-aaad-6e125b183b0a,92737c2c-8bdd-45aa-b101-47e6e2e94076,10042,1,600,600,0,0,0.5
1-1129,2023-04-05 15:04:21+00:00,e4ac9cb1-9dc1-48fe-af8f-21fa3b4f20c8,83b357ad-665e-472d-b226-c3f57f323087,10001,16,2067.19,33075.04,1968.75,31500,
1-1129,2023-04-05 15:04:21+00:00,cfbe20cb-eb25-4b77-b21c-d40d62c1d21e,7471dd33-b6a5-4572-96b3-f7a420001d36,10092,3,1200,3600,0,0,
1-1129,2023-04-05 15:04:21+00:00,abc6dd6c-4efc-464e-8e51-2c00830da869,dd19e50b-93b5-4715-bcb4-ca527de6ebc4,10197,2,1100,2200,0,0,
1-1129,2023-04-05 15:04:21+00:00,66634735-19e6-4cad-9945-cd4970e70f95,411796c5-ac53-4f3f-8b3f-a0d305254f56,10125,1,525,525,0,0,0.5
1-1129,2023-04-05 15:04:21+00:00,6fa95493-98e1-4292-841b-c22a149f7e71,c0ea6a1b-c96b-4ecf-8dcf-87af6f407bb6,10012,1,33075,33075,31500,31500,
1-1129,2023-04-05 15:04:21+00:00,5b7bfb84-0369-4a5e-9739-4ea25adf57af,c9633535-28cf-444b-836a-b7fc54cc78ef,10157,12,2400,28800,2270.43,27245.16,
1-1129,2023-04-05 15:04:21+00:00,145cab1c-7254-4117-9e5d-2a76bed31eb5,35c8492f-2c58-4f8d-b3d2-db4ca6202562,10200,1,2100,2100,2500,2500,
1-1129,2023-04-05 15:04:21+00:00,b85d47ad-ff7f-4859-b151-52b2dbcd4739,e5700dba-659e-4e30-97a0-33b10a2254a0,10083,3,1200,3600,1000,3000,
1-1129,2023-04-05 15:04:21+00:00,2550ebdf-91a1-4d68-b4ff-0897001a1664,dc470ae9-cb7c-494f-93f8-fa5794a89007,12091,3,1200,3600,1800,5400,
1-1129,2023-04-05 15:04:21+00:00,dcc78519-1e8c-409e-9396-833e7b6fd00b,0b9f5ea9-0870-4529-8c1b-707d66cad93d,10017,1,203.5,203.5,241.61,241.61,
1-1129,2023-04-05 15:04:21+00:00,72b97a66-120d-4375-9448-4e109d2062ce,c3ae137d-dcd7-451e-b06c-b9813cf6f82b,10188,3,850,2550,0,0,
1-1129,2023-04-05 15:04:21+00:00,06c778a8-a31c-41ed-b5e6-2b773417e6dd,cd766f10-5b83-49e3-b45a-ff6a5f32a888,10071,1,1771.8,1771.8,1738.58,1738.58,
1-1129,2023-04-05 15:04:21+00:00,b3493bbf-1d3d-4961-92d9-003f07af4134,4ebad76c-f0dc-481f-beef-308627749299,10115,3,4025,12075,3830.45,11491.35,
1-1129,2023-04-05 15:04:21+00:00,b3493bbf-1d3d-4961-92d9-003f07af4134,20a15a56-edc6-464b-bdfd-a8e8bdeebf43,10095,1,6875,6875,6250,6250,
1-1129,2023-04-05 15:04:21+00:00,6db077ad-1377-424b-8bf7-245dacbb2e3a,18b541bd-81f6-4e95-bd5e-ad869904062e,10030,8,5000,40000,4750,38000,
1-1129,2023-04-05 15:04:21+00:00,5392ed18-1d1f-4e7d-894c-db90cd9b0b50,f9329a10-f9b8-4c45-8168-1cf0a34b407b,10029,1,3937.5,3937.5,0,0,0.5
1-1129,2023-04-05 15:04:21+00:00,5392ed18-1d1f-4e7d-894c-db90cd9b0b50,1a463fa9-96fc-48e4-b4b5-ccd7e8f33c36,10067,1,840,840,1385,1385,
1-1129,2023-04-05 15:04:21+00:00,5d7364c0-921b-4851-8c48-16cf845d9da8,e61fa6ce-18f2-4630-bc7b-6bfaf2d482d9,10052,2,1200,2400,0,0,
1-1129,2023-04-05 15:04:21+00:00,b85d47ad-ff7f-4859-b151-52b2dbcd4739,f18b0748-b09d-4e1b-8db6-6c673b5a6e9d,10088,3,1200,3600,0,0,
1-1129,2023-04-05 15:04:21+00:00,02a5cb31-ea40-4739-8d60-489a01319271,71734f71-92e1-4366-a55c-a25647836a4d,10108,3,1200,3600,315.38,946.14,
1-1129,2023-04-05 15:04:21+00:00,74e63c47-8708-4d85-ad6b-032ceced626d,5af27acf-9e6d-4426-9de6-1a02c0f5c94d,10038,5,2400,12000,0,0,
1-1129,2023-04-05 15:04:21+00:00,7a4bbc90-c39a-4399-a91d-4be58faf3796,2009fb63-347f-4d04-9d03-3185647855f0,10147,1,2100,2100,0,0,
1-1129,2023-04-05 15:04:21+00:00,35b4fbbb-04e2-4e76-b2b4-0c6961715bd6,61ed80fd-9ea3-4931-8da8-d27070d3aa76,10026,1,472.5,472.5,763.89,763.89,
1-1129,2023-04-05 15:04:21+00:00,b85d47ad-ff7f-4859-b151-52b2dbcd4739,a66a3ace-1791-4b96-8222-1c2f4a03e580,10081,1,1050,1050,1104.17,1104.17,
1-1129,2023-04-05 15:04:21+00:00,d63fbf4f-6dd8-46bf-99e6-3cf632aa8639,338fd73c-6304-4f38-ad6f-5675ff2a69ad,10048,1,2100,2100,3923.81,3923.81,0.5
1-1129,2023-04-05 15:04:21+00:00,1036fbc1-7177-49ea-9473-93b876f008d8,b6d8f2a5-510f-4fde-a5ce-bcdd25138a28,10002,6,3000,18000,2679.03,16074.18,
1-1129,2023-04-05 15:04:21+00:00,35ca6cb6-b0b6-41d7-b6f8-5fdc8de4ed78,3a176e38-65f0-411d-9a7e-00fe88fcf9d6,10016,3,22575,67725,22000,66000,
1-1129,2023-04-05 15:04:21+00:00,796ab850-69f9-4c92-a528-0343ead97d59,1b695fa9-9448-42bf-8237-f2d7b9efae97,10007,2,1050,2100,749.5,1499,
1-1129,2023-04-05 15:04:21+00:00,ca0d5f02-4fa8-4da7-80b9-f0d0daa5c61f,44647b06-51c2-4474-b58d-9d17370cb959,10093,1,2000,2000,3275,3275,
1-1129,2023-04-05 15:04:21+00:00,b5c390e1-3312-473f-aa8e-808076c0e4bb,9c262101-7373-4e26-9c56-3a3ae8026207,10106,1,525,525,800,800,0.5
1-1129,2023-04-05 15:04:21+00:00,f2d5980c-3523-4de3-abdd-f891c5c5859c,aaed1f93-ffbf-4121-b90f-ed5e035cc97c,10008,1,1575,1575,22500,22500,7.5
1-1129,2023-04-05 15:04:21+00:00,f2d5980c-3523-4de3-abdd-f891c5c5859c,b27051c8-f29e-46ba-b4fb-2f4e92b707e8,10019,1,1800,1800,1600,1600,
1-1129,2023-04-05 15:04:21+00:00,b50c4698-c8c0-4cbd-a6ea-0570e619e9a9,d180740a-0e1a-49a8-9c8a-d5c6a7e741da,10066,1,2100,2100,0,0,
1-1129,2023-04-05 15:04:21+00:00,0d3fb222-ae1f-4c53-b510-a75ea08e703b,123f8c58-9fca-4cd1-bd00-a736d53f1890,10062,1,3675,3675,0,0,
1-1129,2023-04-05 15:04:21+00:00,5db62978-5a79-4000-97ad-4b574bd4b6e5,6c5cc197-af41-4130-8e01-e007bf579999,10127,2,1600,3200,0,0,
1-1129,2023-04-05 15:04:21+00:00,e21e0fd5-2a15-4dfe-abc2-a284902f413c,206a3a72-6054-422d-b1fd-9f8a86b4de96,10090,10,3150,31500,3000,30000,
1-1129,2023-04-05 15:04:21+00:00,2a3167ea-fdc9-4820-a738-dd80b19710e7,37155175-9d2a-4231-b9e7-f81731975f3f,10080,1,4200,4200,8000,8000,0.5
